Beta Symptomatic,Beta Asymptomatic,S,E,I,A,R
3.0000000000000004e-08,2e-08,"[287538. 287538. 285551. 283606. 281702. 279839. 278016. 276231. 274484.
 272774. 271101. 269463. 267860. 266291. 264755. 263252. 261780. 260340.
 258930. 257550. 256199. 254876. 253581. 252312. 251071. 249856. 248667.
 247503. 246363. 245247. 244154. 243084. 242035. 241010. 240006. 239023.
 238061. 237118. 236195. 235291. 234406. 233540. 232692. 231862. 231049.
 230253. 229472. 228709. 227961. 227229. 226510. 225808. 225121. 224447.
 223788. 223142. 222510. 221891. 221285. 220691. 220108. 219538. 218980.
 218433. 217897. 217373. 216859. 216355. 215862. 215380. 214908. 214445.
 214536. 214626. 214712. 214796. 214878. 214956. 215032. 215106. 215177.
 215247. 215014. 214786. 214560. 214341. 214125. 213914. 213707. 213502.
 213302. 213104. 212912. 212722. 212536. 212352. 212172. 211997. 211822.
 211653. 211487. 211323. 211162. 211004. 210850. 210698. 210549. 210401.
 210254. 210112. 209971. 209832. 209697. 209565. 209433. 209304. 209178.
 209053. 208932. 208813. 208696. 208580. 208466. 208352. 208242. 208134.
 208027. 207922. 207817. 207712. 207612. 207513. 207415. 207318. 207223.
 207130. 207038. 206949. 206860. 206774. 206688. 206603. 206521. 206439.
 206359. 206277. 206197. 206120. 206044. 205970. 205896. 205824. 205751.
 205681. 205611. 205541. 205471. 205404. 205336. 205272. 205209. 205144.
 205083. 205021. 204960. 204900. 204839. 204782. 204725. 204669. 204612.
 204558. 204502. 204449. 204394. 204341. 204287. 204234. 204185. 204134.
 204085. 204037. 203989. 203941. 203895. 203851. 203804. 203760. 203714.
 203671. 203627. 203584. 203539. 203498. 203457. 203415. 203375. 203332.
 203293. 203255. 203218. 203178. 203142. 203105. 203070. 203036. 203000.
 202967. 202932. 202898. 202864. 202828. 202793. 202762. 202729.]","[ 0.  0.  0.  0.  0.  0.  0.  1.  1.  2.  2.  1.  2.  2.  1.  1.  2.  1.
  2.  2.  3.  2.  2.  4.  3.  3.  3.  2.  3.  3.  2.  2.  5.  4.  3.  4.
  3.  5.  3.  4.  4.  3.  3.  4.  2.  3.  4.  5.  5.  4.  6.  6.  5.  4.
  3.  4.  3.  4.  4.  4.  5.  4.  3.  5.  6.  4.  6.  5.  6.  2.  2.  2.
  3.  4.  5.  4.  4.  5.  6.  7.  5.  3.  4.  3.  5.  5.  5.  5.  3.  5.
  4.  6.  5.  5.  7.  9.  9.  8. 11.  9.  3.  5.  5.  5.  5.  6.  6.  7.
 11. 10.  9. 10. 10.  9. 10. 10. 10.  7.  7.  6.  6.  7.  8. 11.  9.  7.
  8.  8.  5. 10.  7.  9. 10.  8.  8.  8. 11.  9.  8.  5.  6.  7.  4.  2.
  3.  7.  9. 10.  9.  8. 10. 10. 12. 10. 10.  9. 11.  8. 11. 11.  9. 12.
 10.  9.  9. 10. 11. 10.  9.  9.  9.  9.  9. 10. 13. 10. 14. 17. 14. 15.
 16. 16. 15. 15. 14.  7. 10. 10. 13. 11. 10.  9. 13. 13. 15. 16. 13. 16.
 16. 15. 13. 15. 12. 12.  9.  8.  7.  5.  7.  9. 11. 11. 13.  8.  8.]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  3.  3.  3.  4.
  4.  3.  4.  4.  4.  5.  4.  5.  5.  5.  5.  5.  5.  5.  5.  6.  6.  5.
  5.  6.  7.  6.  5.  6.  7.  6.  7.  6.  6.  6.  6.  7.  6.  6.  7.  7.
  8.  8.  8.  8.  9.  8. 10. 10. 10. 10. 10. 10.  9.  9.  7.  8.  9.  9.
 10. 10.  8.  9.  9. 10. 10.  8.  9. 10. 10. 10. 10. 10. 12. 11. 13. 12.
 13. 12. 12. 12. 12. 12. 13. 13. 13. 13. 17. 15. 15. 14. 14. 13. 12. 13.
 11. 14. 16. 16. 14. 12. 12. 13. 11. 14. 14. 16. 14. 15. 16. 15. 14. 16.
 15. 12. 15. 13. 13. 13. 15. 17. 18. 17. 15. 16. 15. 15. 16. 17. 18. 18.
 17. 16. 15. 12. 13. 12. 11. 11. 12. 11. 12. 14. 16. 15. 14. 14. 12. 13.
 14. 15. 17. 18. 18. 18. 18. 15. 16. 16. 18. 19. 18. 23. 20. 19. 20. 20.
 19. 18. 21. 18. 18. 19. 19. 18. 18. 16. 20. 19. 20. 21. 21. 20. 24. 22.
 23. 21. 20. 22. 23. 18. 19. 19. 20. 21. 21. 17. 17. 18. 17. 18. 18.]","[  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   2.   2.   2.
   3.   4.   4.   4.   5.   5.   6.   6.   7.   7.   8.   8.   9.  10.
  10.  11.  11.  12.  12.  14.  15.  15.  16.  16.  18.  19.  19.  20.
  20.  20.  21.  21.  23.  23.  23.  24.  26.  26.  26.  28.  28.  28.
  30.  30.  31.  32.  33.  34.  35.  35.  36.  38.  38.  40.  40.  44.
  44.  44.  46.  47.  49.  51.  53.  56.  57.  57.  58.  60.  60.  61.
  62.  62.  63.  63.  64.  65.  66.  67.  68.  70.  70.  71.  72.  73.
  74.  76.  78.  77.  78.  80.  81.  82.  83.  84.  85.  86.  88.  89.
  91.  92.  93.  96.  97.  99. 100. 100. 102. 103. 103. 104. 105. 108.
 109. 111. 114. 114. 116. 116. 117. 119. 121. 124. 124. 124. 127. 130.
 130. 130. 133. 137. 137. 138. 140. 142. 145. 146. 146. 148. 149. 152.
 153. 156. 156. 160. 161. 162. 164. 166. 166. 170. 172. 174. 175. 176.
 180. 182. 186. 187. 188. 188. 188. 191. 191. 194. 196. 198. 200. 202.
 204. 206. 209. 214. 216. 218. 220. 225. 227. 231. 230. 233. 235. 238.
 241. 244. 246. 249. 251. 253. 257. 261. 263. 264. 267. 269. 271. 271.
 273. 276. 278. 282. 284.]","[  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   1.   2.   2.   3.   4.   4.   5.   5.   5.   7.   7.   8.   8.
   8.   9.  11.  12.  13.  13.  13.  14.  15.  15.  15.  16.  17.  17.
  18.  20.  21.  22.  23.  24.  25.  26.  27.  28.  29.  29.  30.  30.
  30.  31.  32.  33.  33.  34.  36.  36.  38.  39.  40.  41.  44.  45.
  45.  46.  47.  48.  51.  52.  54.  55.  56.  60.  63.  64.  64.  65.
  65.  66.  66.  68.  69.  70.  70.  71.  71.  71.  72.  73.  74.  76.
  77.  79.  81.  85.  87.  89.  90.  91.  93.  93.  95.  95.  95.  96.
  98. 101. 103. 103. 106. 108. 108. 108. 110. 110. 112. 114. 118. 118.
 119. 124. 125. 128. 131. 132. 132. 133. 134. 135. 137. 140. 142. 143.
 144. 146. 148. 149. 150. 151. 153. 157. 158. 161. 163. 164. 164. 166.
 167. 167. 168. 172. 174. 175. 179. 179. 182. 183. 184. 184. 186. 188.
 188. 192. 192. 194. 197. 198. 202. 202. 207. 208. 209. 211. 212. 213.
 213. 218. 219. 222. 223. 225. 226. 229. 229. 232. 235. 235. 236. 239.
 240. 243. 244. 247. 251. 252. 254. 260. 262. 264. 266. 268. 269. 275.
 276. 279. 283. 286. 289.]"
