1311.00,521.525,1163.00,469.842,2020/5/27
1436.00,571.251,1313.00,530.441,2020/6/3
1606.00,638.88,1506.00,608.411,2020/6/10
1750.0,696.2,1668.0,673.9,2020/6/17
1953.0,776.9,1900.0,767.6,2020/6/24
2280.0,907.0,2276.0,919.5,2020/7/1
2642.0,1051.0,2687.0,1085.5,2020/7/8
3036.0,1207.7,3131.0,1264.9,2020/7/14
