504.00,210.391,630.00,256.146,2020/5/27
557.00,232.515,705.00,286.640,2020/6/3
632.00,263.82,790.00,321.200,2020/6/10
703.0,293.5,871.0,354.1,2020/6/17
820.0,342.3,1008.0,409.8,2020/6/24
1012.0,422.5,1218.0,495.2,2020/7/1
1236.0,516.0,1490.0,605.8,2020/7/8
1508.0,629.5,1782.0,724.5,2020/7/14
