297.00,99.086,319.00,103.617,2020/5/27
332.00,110.763,369.00,119.857,2020/6/3
367.00,122.44,424.00,137.722,2020/6/10
424.0,141.5,483.0,156.9,2020/6/17
546.0,182.2,605.0,196.5,2020/6/24
733.0,244.5,796.0,258.6,2020/7/1
920.0,306.9,1007.0,327.1,2020/7/8
1122.0,374.3,1245.0,404.4,2020/7/14
