717.00,268.601,770.00,306.954,2020/5/27
818.00,306.437,875.00,348.811,2020/6/3
923.00,345.77,1004.00,400.236,2020/6/10
1034.0,387.4,1126.0,448.9,2020/6/17
1244.0,466.0,1343.0,535.4,2020/6/24
1563.0,585.5,1702.0,678.5,2020/7/1
1872.0,701.3,2061.0,821.6,2020/7/8
2233.0,836.5,2396.0,955.1,2020/7/14
