226.00,79.051,223.00,80.687,2020/5/27
248.00,86.746,238.00,86.115,2020/6/3
288.00,100.74,297.00,107.462,2020/6/10
335.0,117.2,346.0,125.2,2020/6/17
421.0,147.3,436.0,157.8,2020/6/24
578.0,202.2,599.0,216.7,2020/7/1
752.0,263.0,795.0,287.7,2020/7/8
944.0,330.2,1000.0,361.8,2020/7/14
