360.00,107.484,333.00,100.775,2020/5/27
403.00,120.322,372.00,112.577,2020/6/3
440.00,131.37,416.00,125.893,2020/6/10
477.0,142.4,462.0,139.8,2020/6/17
582.0,173.8,563.0,170.4,2020/6/24
804.0,240.0,750.0,227.0,2020/7/1
1013.0,302.4,953.0,288.4,2020/7/8
1247.0,372.3,1216.0,368.0,2020/7/14
