6993.0,1135.7,10/26/2020
702,115.535,6/2/2020
7052.0,1145.2,10/27/2020
7093.0,1151.9,10/28/2020
7164.0,1163.4,10/29/2020
720.00,118.498,6/3/2020
7210.0,1170.9,10/30/2020
7263.0,1179.5,10/31/2020
7299.0,1185.4,11/1/2020
7356.0,1194.6,11/2/2020
7407.0,1202.9,11/3/2020
742.00,122.119,6/4/2020
7468.0,1212.8,11/4/2020
7524.0,1221.9,11/5/2020
757.00,124.587,6/5/2020
7610.0,1235.9,11/6/2020
766.00,126.069,6/6/2020
7678.0,1246.9,11/7/2020
7748.0,1258.3,11/8/2020
776.00,127.714,6/7/2020
7832.0,1271.9,11/9/2020
789.00,129.854
7905.0,1283.8,11/10/2020
792.00,130.348,6/9/2020
7997.0,1298.7,11/11/2020
809.00,133.145,6/10/2020
8091.00,1313.98,11/12/2020
8180.0,1328.4,11/13/2020
830.0,136.6,6/11/2020
8320.0,1351.2,11/14/2020
8433.0,1369.5,11/15/2020
850,139.9,6/12/2020
8570.0,1391.8,11/16/2020
859,141.4,6/13/2020
8696.0,1412.2,11/16/2020
878.0,144.5,6/14/2020
8798.0,1428.8,11/18/2020
8935.0,1451.1,11/19/2020
897.00,147.63,6/15/2020
909.0,149.6,6/16/2020
9101.0,1478.0,11/20/2020
9230.0,1499.0,11/21/2020
9366.0,1521.0,11/22/2020
943,155.2,6/17/2020
9582.00,1556.12,11/23/2020
978.0,161.0,6/18/2020
995.0,163.8,6/19/2020
