Central_Region,1015.0,1252.4,7/8/2020
Central_Region,1243.0,1533.7,7/14/2020
Central_Region,457.0,563.9,6/17/2020
Central_Region,581.0,716.9,6/24/2020
Central_Region,795.0,980.9,7/1/2020
East_Region,262.0,410.0,6/17/2020
East_Region,312.0,488.2,6/24/2020
East_Region,426.0,666.6,7/1/2020
East_Region,552.0,863.7,7/8/2020
East_Region,693.0,1084.4,7/14/2020
North_Central_Region,208.0,225.0,6/17/2020
North_Central_Region,294.0,318.0,6/24/2020
North_Central_Region,466.0,504.1,7/1/2020
North_Central_Region,653.0,706.4,7/8/2020
North_Central_Region,843.0,911.9,7/14/2020
North_Coastal_Region,139.0,164.4,6/17/2020
North_Coastal_Region,193.0,228.2,6/24/2020
North_Coastal_Region,277.0,327.6,7/1/2020
North_Coastal_Region,403.0,476.6,7/8/2020
North_Coastal_Region,508.0,600.8,7/14/2020
North_Inland_Region,155.0,193.4,6/17/2020
North_Inland_Region,217.0,270.8,6/24/2020
North_Inland_Region,315.0,393.0,7/1/2020
North_Inland_Region,423.0,527.8,7/8/2020
North_Inland_Region,546.0,681.3,7/14/2020
South_Region,1140.0,1493.9,7/8/2020
South_Region,1324.0,1735.0,7/14/2020
South_Region,635.0,832.1,6/17/2020
South_Region,734.0,961.9,6/24/2020
South_Region,925.0,1212.2,7/1/2020
