,Beta Symptomatic,Beta Asymptomatic,S,E,I,A,R
0,2e-08,6e-08,"[239228. 239228. 237190. 235207. 233278. 231402. 229577. 227801. 226073.
 224392. 222757. 221166. 219619. 218113. 216648. 215223. 213836. 212487.
 211174. 209897. 208654. 207445. 206268. 205123. 204009. 202925. 201869.
 200842. 199843. 198870. 197923. 197002. 196104. 195231. 194382. 193555.
 192750. 191967. 191203. 190460. 189737. 189034. 188349. 187682. 187031.
 186398. 185781. 185182. 184599. 184031. 183477. 182939. 182415. 181905.
 181408. 180924. 180453. 179994. 179546. 179109. 178685. 178270. 177868.
 177476. 177094. 176722. 176359. 176005. 175661. 175325. 174995. 174675.
 174765. 174852. 174937. 175022. 175105. 175186. 175264. 175342. 175419.
 175494. 175619. 175743. 175861. 175977. 176089. 176196. 176299. 176400.
 176495. 176587. 176678. 176765. 176851. 176932. 177010. 177085. 177159.
 177231. 177297. 177363. 177427. 177489. 177545. 177601. 177655. 177706.
 177755. 177804. 177850. 177892. 177930. 177970. 178008. 178044. 178079.
 178112. 178143. 178174. 178202. 178228. 178253. 178276. 178299. 178320.
 178340. 178354. 178371. 178388. 178404. 178419. 178429. 178443. 178451.
 178461. 178468. 178476. 178482. 178485. 178488. 178492. 178494. 178494.
 178495. 178496. 178498. 178497. 178495. 178491. 178486. 178483. 178474.
 178469. 178466. 178460. 178455. 178444. 178438. 178432. 178420. 178411.
 178404. 178392. 178380. 178367. 178352. 178341. 178327. 178313. 178305.
 178290. 178278. 178262. 178246. 178232. 178214. 178199. 178186. 178174.
 178158. 178140. 178123. 178106. 178089. 178072. 178050. 178030. 178011.
 177998. 177975. 177957. 177939. 177922. 177903. 177888. 177868. 177847.
 177827. 177799. 177782. 177763. 177743. 177721. 177703. 177679. 177659.
 177637. 177615. 177598. 177579. 177559. 177534. 177508. 177486.]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1. -0.  1.  1.  1. -0.  1.  2.
  2.  2.  2.  3.  3.  2.  2.  3.  3.  4.  4.  4.  4.  3.  4.  4.  4.  4.
  2.  3.  2.  2.  2.  3.  2.  3.  3.  4.  6.  4.  5.  4.  3.  4.  4.  3.
  4.  4.  3.  3.  4.  5.  6.  7.  6.  6.  5.  5.  5.  6.  5.  6.  9.  8.
  8.  7.  6.  4.  3.  4.  6.  7.  6.  6. 10.  6.  7.  7.  6.  8.  7.  8.
 11. 13.  8. 11. 10. 13. 14. 11. 10. 10. 11. 10.  9. 10. 14. 14. 13. 13.
 13. 11. 12. 15. 18. 17. 15. 15. 11.  8.  7.  5.  6.  9.  9. 13. 10. 12.
 12. 18. 17. 18. 14. 13. 14. 14. 16. 17. 18. 15. 15. 16. 18. 18. 22. 25.
 26. 24. 25. 26. 26. 29. 29. 24. 33. 33. 24. 22. 20. 24. 25. 26. 32. 27.
 22. 26. 30. 33. 37. 34. 33. 34. 31. 28. 24. 30. 30. 34. 40. 40. 38. 33.
 35. 36. 37. 37. 41. 37. 45. 46. 39. 35. 43. 38. 37. 39. 39. 39. 37. 38.
 40. 47. 44. 42. 44. 48. 47. 55. 53. 53. 48. 40. 43. 42. 46. 48. 50.]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  2.  2.  2.
  2.  2.  4.  4.  4.  4.  3.  4.  5.  4.  5.  3.  4.  5.  6.  6.  5.  6.
  4.  4.  6.  4.  6.  5.  6.  6.  7.  6.  6.  7.  6.  7.  7.  7.  7.  6.
  7.  6.  7.  9.  9.  9.  9.  9.  9.  9.  8.  9.  8. 10. 12. 13. 11. 11.
 10.  8. 10. 11. 13. 11. 11. 12. 13. 13. 10. 10. 11. 10. 11. 12. 13. 15.
 14. 12. 13. 14. 13. 12. 13. 14. 15. 13. 16. 17. 19. 17. 16. 15. 15. 16.
 17. 17. 17. 16. 16. 15. 16. 16. 17. 18. 18. 21. 21. 20. 21. 20. 23. 23.
 17. 18. 19. 20. 22. 23. 26. 26. 26. 24. 25. 27. 28. 28. 25. 26. 24. 24.
 25. 28. 27. 26. 27. 24. 26. 28. 25. 24. 26. 28. 29. 29. 30. 28. 26. 29.
 29. 29. 30. 30. 30. 32. 32. 34. 32. 35. 38. 37. 40. 42. 40. 38. 40. 42.
 39. 38. 42. 46. 44. 40. 39. 40. 47. 52. 50. 50. 50. 49. 51. 49. 45. 44.
 43. 44. 46. 46. 45. 47. 49. 48. 53. 55. 59. 58. 58. 59. 59. 62. 56.]","[  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   1.   1.   1.   2.   2.   3.   3.   3.   4.   6.   7.   7.   7.   7.
   7.   8.   8.  10.  10.  10.  11.  12.  14.  14.  15.  17.  17.  17.
  18.  18.  19.  19.  19.  20.  20.  21.  23.  23.  24.  25.  25.  26.
  27.  27.  28.  29.  29.  29.  30.  31.  33.  33.  34.  34.  35.  36.
  38.  39.  40.  43.  46.  50.  51.  51.  53.  53.  55.  56.  56.  60.
  61.  63.  65.  66.  68.  68.  69.  70.  75.  75.  76.  76.  77.  80.
  82.  83.  84.  86.  86.  86.  87.  89.  90.  92.  93.  96.  97.  99.
 101. 103. 107. 109. 112. 114. 117. 116. 118. 119. 122. 123. 126. 128.
 131. 132. 136. 138. 143. 144. 146. 147. 150. 151. 154. 159. 161. 164.
 169. 171. 172. 175. 177. 179. 181. 186. 190. 194. 197. 202. 203. 205.
 212. 216. 220. 224. 227. 228. 230. 237. 241. 245. 246. 249. 252. 257.
 262. 263. 264. 271. 276. 277. 280. 282. 286. 292. 296. 301. 307. 313.
 317. 322. 325. 333. 336. 342. 349. 352. 356. 363. 370. 373. 376. 377.
 385. 391. 396. 404. 408. 413. 417. 421. 426. 430. 435. 441. 448. 459.
 462. 469. 476. 483. 490.]","[  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   1.   1.   2.   2.   3.   3.   3.   3.   4.   6.   6.   6.   8.
   8.  10.  10.  10.  10.  10.  11.  11.  14.  15.  16.  18.  18.  19.
  19.  19.  19.  21.  21.  21.  22.  22.  24.  24.  24.  25.  25.  27.
  28.  28.  28.  29.  29.  31.  32.  32.  33.  33.  35.  35.  35.  35.
  38.  40.  43.  47.  48.  48.  48.  51.  52.  52.  53.  54.  58.  59.
  60.  62.  63.  63.  65.  65.  68.  70.  71.  71.  73.  75.  75.  77.
  78.  81.  81.  82.  83.  86.  88.  90.  93.  94.  96.  96.  97.  99.
 102. 105. 106. 108. 110. 112. 113. 114. 115. 116. 116. 118. 119. 120.
 128. 129. 130. 130. 132. 135. 137. 138. 141. 145. 146. 146. 148. 150.
 154. 156. 159. 161. 162. 164. 166. 168. 170. 174. 177. 180. 184. 188.
 191. 193. 195. 197. 197. 202. 206. 208. 213. 214. 217. 220. 223. 225.
 229. 233. 239. 242. 244. 248. 252. 252. 256. 260. 262. 266. 271. 275.
 275. 276. 280. 288. 292. 295. 298. 299. 303. 309. 312. 317. 322. 328.
 338. 343. 347. 349. 353. 360. 365. 368. 371. 375. 377. 381. 387. 393.
 395. 398. 402. 406. 415.]"
